dataset,seed,draw,checkpoint_sha256,initial_noise_sha256_by_batch
ETTh,123,100004,7fa6c59ac708b8c091f927299eb1eea6e726fb5f093cb34753b717ec6bb05f71,"[""61bc482c32d566dc052545716428edd47336363f2a52a25c31b61f7abbd5afd8"", ""1c6751080bad09f9acbca024df6eb1c7e54b4ded489d1d61b04314cbf287af11"", ""ae5847bdd970e4b2ca755c9598013258382da2584298052c92d62e13b5ae78ee"", ""916fbda82a147491500eb1d70c652f889d9c837adbb168c207d04939b33f2ff0"", ""b696071f0987955def90b836ea36f05ced6787dfd66f82908d042fd2f7c2d597"", ""6031d98fc9eed1d9857de002ee7e404fb8a522191addb482a7f2042702a156b0"", ""dc6b721c29f7aa6ca63b2870b00a6f2e2e5ef0dd3bd4f29fa3d8c75e3ba621c5""]"
Energy,0,100000,4998b1545bd2cf0c4c7391117145efdd4bf8ab4c8c741b6b1567db91b6ae6a18,"[""6082729a2f81c85bfc66be01be51d4561ef05d1043c315bbf4397e20e387bdf8"", ""2e852581e87421ad4b5409f61dcd19c186a229737163997840093b3e054544cb"", ""9b5b1d01c00cce11d409aec62769fcc8c2fd7ad6dfe6f83aaa480e098b5e701d"", ""3e121dfde6f16fdf80d540086f2c5b1e7593215a0588222346de1e0b04d9fb76"", ""7b687ffa36d7b3a71bb5f42251a1c4118d1c40c73eace70ee54bdda63dbd9796"", ""43ea5924c0dcaac98e9e9ad6d560d57a18f1946b6b6c1a3bd765e5d087fd8719"", ""813370859189cb66e0e1fa350a77fc18fb5201d69bf30828e56c50a735f88664"", ""1e77f62dda75f5131a2e7c6cb05cf385ea11c9cd234d1f6ef00709188d2d862d"", ""f3428a85ec9a986e4619bc2860f3836b8c3817bd536f5697b6d7d33c6784419a"", ""d64d1c81be553d53caed3a5cfd00dee1725b0f07159a5d000f4749dd9526f7ce"", ""b0efd861e50edd12e7dfd0cb6ef01cfb9ca3a92390a17158242f40591ed36450"", ""682e102de3ce70b606152959e233cbd109f9f42686536ba908844be059358c8d"", ""55f64611cb9fc1508eb2721776568cddddce2bde7d3bb75c9db52d53519991e9"", ""36e2cda25737d5dacf99d0f80ef0c5fe77a700f2868792053d7e8973b4690920"", ""08c7cf3a108caff8b0807cd01d67ecc3a5eb823d730c01ad57c3eeae75d0a282"", ""55c2b6655d890be7b16f666c0a094884c049d9fd808c05c1e11ff7014a904684"", ""7d846836a55796d8f31d21bc79cf8963eada4861179a003dfc1750578aa196d8"", ""51b0e386c463de2789a9b9a6ba49f6d24f266ebac4241ef32943bc81262288a4"", ""39d993a7fff3eb9f88616cb846d8745f5fa5828dd30beceb0c442ea716094e3a"", ""0d39bd397d296851837963601c2da46f787616e09144963eaad1b555cdf94195"", ""ac99dfa7dbb97f404bbfd4748473443fb0bb4843db38f3d1400b2fd5bf2ed589"", ""00b052b6daf38a8f624284374dae05212a66d8e5c2e7b25bc42c1f78040c6260"", ""f1fb5149fe3f820055034d9dedbabd313aaf78a08d6e1da75d1c3650daaab3ef"", ""72e313ebaaeb404e1abd3abfd9c3f93519e0c78ef347098d35934c4917c8fe4d"", ""36f45970c4779c7cff8a025677eca42e01433265babc83e3e1908f243022621d"", ""dc7c3e09d880855609116b919a05de4ca38d8015c23f14c56f43830098ec747c"", ""17b629c9cda3487e971630cd494a683ca3e289157229282ccd4e48681414d198"", ""4d8b73253598b243bbc2d989a46c86ed8f2a3b6535c61adb188a15c296b02a70"", ""782d0ebd770c02d5a9c173f31def53ee506e961ac62e7a89ca8b7be98c850cba"", ""4811c1c75156dd126e2755b998c912a75b921c487872685621d6f49fb5416f64""]"
Energy,0,100001,4998b1545bd2cf0c4c7391117145efdd4bf8ab4c8c741b6b1567db91b6ae6a18,"[""580b28812185afe6ffb44f62a296e9bc496b9fbe250546ece146a5a32d3c31e1"", ""44566dd6fc7b6856a6ebb9574a2b3f2f9e5e5e477bcecf7f1e21fb3c5c0a83e3"", ""79b72b13931bbd6ed624464b555a42064ef45604545ebd5b15c57b3955e01851"", ""4a6cb61d455df0c5fa594981d7cdbe8ea9c5e7ed22dea206b1e58a07d13e901f"", ""c55f954279ac197208d97704c4413a4d4d08626563267a767806804b700be14e"", ""b5a0dec85983dcbcb8b9bda1a3841ec9c76730c79be29e0cdf7079232a6e192c"", ""97daec43586034aef752b289b085a9ebf7f27524e359a5009499100532a8e0ea"", ""fccfd4af573687dc9b350d1410c3a11487fb14b65eef9cec62ba22c5a6170011"", ""efe6d51e488fa962aca690c0af1aed35aba17902739062db670a6ac2ee3c62be"", ""07e3842a78d0453fcb036901fbf5ac33774407b580cd8949b9f5b0e1d021806f"", ""6d47edac1b9067cb44548ed670aa181e6ce4d8b12616f6e0255ab882cb81518e"", ""af8f1fac89377ff5f39903ca9715fe8c677ea8fffc511bf9b9a5c0af41867c35"", ""7d2cffbad4929bd332cbf16ba0c23f6cf6f4dcd9645888d614d8edbd5cfee867"", ""01bb7467a533e9dc74c8bca41fbcafe00fd170c28d19770cf9fd83eb26dd0b8e"", ""7b8a1058e79d58698eec59acc6785c14207330d77b77607afdba9c2153fbd6a7"", ""2dab21293b294bf13b0757969c05e44b0c71b0f535ba65d07d42b8bc0b8504ca"", ""4f49e686f3f6a5496c5f5bd7fdb135b4cc568ad9b0af5b288fd86bc13663ac31"", ""81f5f2727bb0a35d33252c1a732a3518bc30210e18c9513e0df8f8a60c17abda"", ""87542dda2d89a8e664f95bd9ed8811955508963802ada3435b980ac26adee12c"", ""f472ab11c2a18deadc8355a74b8865302c2bba51d65aee559669fdcda9326849"", ""0811ca69db6fc26be3ed7de5a76450d5127a8642e617b83cf73e9a051954e592"", ""6b70bb3635f23def3fd8e315c262a84c2403317865ee90c61a68cb0f2f0983b8"", ""901e1ba2e599cd851582a2ccac986e011ae02697d145441bdf364d5e04908686"", ""360fe719d0742c6e1cf2d47e5533049ca3f1f2004b7a4f4e35a331d43047946c"", ""caee1b4bb332785538d6fa238618747e570f5697da654e43eb3cf20352a9c17a"", ""29b814675886f66c870054c56c361bd8b027ebec59fefc57c3c6d3a88b168391"", ""f12e224c5e2aebaed67f1ca72f8c315e7667ccac72412b3c4e1329f3d6067716"", ""eee7a3f6e8c927afc67407d3cf6941de28ce46456b46468d57b1e184368d5d00"", ""58a2091ee0e9a691e0b0a025f2ea3207487a431c0af7378fa4ff8998edb697e3"", ""77e8e96e807f104af75e7825442eacff05ac40cf2dd5522783011a03270855f7""]"
Energy,0,100002,4998b1545bd2cf0c4c7391117145efdd4bf8ab4c8c741b6b1567db91b6ae6a18,"[""c0bfc20c3a8f5951f3ec6527badf1fc81689d4d9aa28b1324e7c49dab175fba1"", ""d664dac74e7b375d2a469ff4dde9f70afd0f587a8644ff23d6be96589bbc5dc5"", ""655aa0a3b59ad513c985ea33e3ba22f9fff5a5ca13fbaa8ea96e9bda18ed49c8"", ""f2f1b9e159ef8a7706a8f2a1256033d3eec2dd98131267a9242beb3cc6ef549a"", ""b4904f8637bfbd3145af5a1c337bb4ca18f22d138b610e988e8c5d0ea22242d7"", ""d5931726f6a914dbb6d161bf03f95551a4a7dce1cced2b20503b4fdf1928ab5a"", ""467eea31365532ca9b9a714c6a252d14b55836aef774e9a9cbda52eb63238492"", ""4c5128ca51f270dd47acae6cf349a438b2e19b4cb56e9fedc4d8e6963959512c"", ""b75ab7932aae24551d4553819f93679f836b037ca947c47363ed2a25e213a906"", ""e298bb35bc39e1aa080b9520f9843416d6929e7a6663ad7e97c11411360cd4c7"", ""dbd93af4b0f1ec4509dc6f22639a4ff3ed6f787724b3551b31b1b83d0270ec96"", ""d7d472c47889ef5c6cad136737ade3587648f4d31f52d6f887b565654f05a0dc"", ""712cd46638f3dd68fca2b67fcccffa16113da7b1698a9af219a8bcaa623bc7cb"", ""c2d0fb41fd99e9f4843cf4becfbdd586b184ab065c24654b9ac2ec58d0c19bf0"", ""d1485220a7095219ce6efce8320caf90499dd0ae07218109cccecb52ccef0cd0"", ""c3164c4f24b73aab0e4fbf2541d9ca0b9d3a426e61ef34d5f625396ab75f119e"", ""5d315589b3735a88bd63de59bbd44053501a1afbcbfc5b24e6f2b8a6f5acdb69"", ""9ca298b89f9dc6702dd1978b5996d3477e3bc68e07ef9f76a5df2bc96dd902ff"", ""93184a06916a23fc125eb64b8d254191c704a7f6c51bef0390468d6d9ce65e08"", ""66d7629ae99e022e3ef4777d3e93b5503c43fd1e0f611752bf8c2d013876bbcd"", ""c756b9afde0e03bab7dec72a9aaa2b78bae1f9b813ed77cf42d55f1be060dcec"", ""6d1b3046d821055d0ac6c8acc94b625bb53e5095422cb45931144de3ed1fb1f2"", ""c6ac1586c9dc559fafcea550b44acd92af2541e3dcfb2de71c38a3598c2fd199"", ""575a18d732f6dbe36751df07844e0a98582396ca7110e1ec3663637a82a3247c"", ""2878a6856799a361b0c49f7be6aeb173142fbba2724ec2f894f86f3957351d88"", ""2f880823577adcab9f58e2d7a7eccd51731766664cc75f8e3cd3c8094aff933e"", ""3f841b00ab3df432d21a516e62e4a3a8c9b6c79d8a4f9a078939141e4ce58afc"", ""a380d6e74912c52951bebe13aa61504369ce5c745130ac1308b6f1efcc086baf"", ""13b0307fa9d4b02aa3e1211eca4df27efc60f950dab245b130db8f8a68a87833"", ""2da3e3580b050861c7e3170218192928161f51c57afebac8e6989c9012031776""]"
Energy,0,100003,4998b1545bd2cf0c4c7391117145efdd4bf8ab4c8c741b6b1567db91b6ae6a18,"[""d53937541e101a74e4102f9dcb7b25795146631d7d8991908f1649ece7ac5f35"", ""aa5c57043e08ffedc917d9d42064e8735bceeee983cc1b4cacbeb12a0a7c4cdb"", ""561b83279d03d69a23578810d75ef452b563e15b247b2c2e8f16cadaefe2edc2"", ""1c2e2e708f96797c162417d015fa6b8a561113fe914c31ae16d052e796eb90d2"", ""4105ee8725e83793cd2d89e9151b4d9588015d8599ebf1d7f36d15f0b2466db9"", ""93a3f7424711715a649c872091f026430d2fd142f155113f543d3c7dc8ab9d94"", ""f43dcb8e921e2dbc1c9c2ac008dfea5f7c132926e59beff0dd0cf2c16b87650c"", ""7301da6bffb1285527f4b8d800af66eeef476857b11ea1cf802fb22568fd6b5b"", ""57a7ba967abab026486ba15cb6ea603709816d2fd11742846a5b76c0f31cc915"", ""b3dff50598d462ff70bbd8e29c706feeee73128fdcde8fcb6fb4345c92921d82"", ""a766b0238e1939561ffcced497562412f56e3362125bbb4f3879d183c81653fd"", ""ee06bc40e1b22ca5b2ebbf4095f85a9465a2db4c1c8e36fbe5c0cd6e6d57036f"", ""0c02567b27148bff818aae06d3ef20ae2da7c5e800913be7c5da19fe94beae13"", ""02863064020455990e538336622e82733b86b4f77f6a6bb95bb227ba47b7838e"", ""30aa7aaf2b52fa0d2cb2871ca117057078a429fe5fc5052d09f0712231199953"", ""1ad9289e375e5341590266e39d281945e541993e95992cb7e37eb19bfa06aa31"", ""b409bcc5a5a9538ca394df02ee5f7eca51b698f3167e5fb2eba43fef87376be0"", ""92b8346cfcd969dfa366842c010f238813474ef5b32488026ff60960cc113168"", ""9a3692e5d8dde74ab61b9d383db45db8c909435764d5542b13b64af9fc74559a"", ""1a29893978a071dbb751e68106ca5a44d2221eb5d8df88d6ed04200228162bce"", ""5efa62da41b0e4196165d0714868be0dc0200da2c5bbba50da384b1ed48dde48"", ""5a3f26e390f555e663772df362cb799168d4225cdecadf721467c41c7a9e7f58"", ""2b1603d7812e9f731d097723e4085bf35341da09d4b59d0a509d72e3c01e252f"", ""fb947b8420d05590b97eb92a4c8411047f1a7d9aa97c5e88b252a3d3474ed3c8"", ""861ed329ca1d497a54b065b8e5219ea9cb97f790ba5e2dfd01758ccf72cc478b"", ""068f79295ede5ed1422473ffbaa58c4e108995e469b45c9e39b9fd4460f7f943"", ""695cdb8f170e5ee7e6cb760e6ff68d9509bfb0ef3363f43cbef0a531cda55841"", ""2b1300f9ff9e1392b7a8b6dc8d25db9e3e47fecd1333766d9bbaa4d2e1c37613"", ""9175d9020c2ea56b5d11a62d521e7d86609c033a81216f473a7c5059e2adc433"", ""c2137465fca3827e76ef43cad72dc5a53fce5452b8060a1643c1525ddb970239""]"
Energy,0,100004,4998b1545bd2cf0c4c7391117145efdd4bf8ab4c8c741b6b1567db91b6ae6a18,"[""61bc482c32d566dc052545716428edd47336363f2a52a25c31b61f7abbd5afd8"", ""1c6751080bad09f9acbca024df6eb1c7e54b4ded489d1d61b04314cbf287af11"", ""ae5847bdd970e4b2ca755c9598013258382da2584298052c92d62e13b5ae78ee"", ""916fbda82a147491500eb1d70c652f889d9c837adbb168c207d04939b33f2ff0"", ""b696071f0987955def90b836ea36f05ced6787dfd66f82908d042fd2f7c2d597"", ""6031d98fc9eed1d9857de002ee7e404fb8a522191addb482a7f2042702a156b0"", ""7fb8e9076e4bfa4ec16bf9ed7cb3305bdfb39f8920dcd09acaaa2080e369a561"", ""61fb29c72c52365a9255523f7f5dd7c31cf240f97e45603e973ed76ff167af42"", ""919d2cd611d4f73d35acbe105db2928b710494ede33a91482829edc0d7308ab5"", ""b27d7949a2a980b67c0022c64743e2a44d5095435972a94f8cab2f3bd4d98161"", ""f96f66db93b49fcaca277e3db946eb41fcc2364a8d1518c3473a577a98df06e3"", ""18c3c40e350eaec6e8158acbe32e5ee687d4869fdb5d2af4889cc61c08460248"", ""8df6a27484b9e28eedcdcb9ab93d110cbf67b1d1c8ae5a9efa86c4cf1037f407"", ""3b6b75f5b3516de7381ae6ccf97ba7ca91dfead97477c0d893dd0c8c8e29761a"", ""8a39caeff45baa82316a761fb30491bb46b7640796568bd66eeea40194242f23"", ""ff553b71f8fade183dfef6f39c088378622b505f398d9d50f7471477827b45fb"", ""68ed343801991fe48214b522a36c35e23d41735f3678a8f41e341b689a357725"", ""ef6a394b86592c7b04cfa3c3f0c9c34b6b655cfcf3cffaef885b38ec44347078"", ""9a600f9e82a2b083b426e78d8c38b94940b398a3254d090a5e17dafb6a98c2d4"", ""987b58661f0ae5f8f54c353e20247f038cf54956793ae135dbf7134aa7fea19a"", ""45ed71168755c28503dbb9298cba3f35f61267cf9e65075328b99c44919687fa"", ""625346194425ae52b335d4ad37236a3935fa342837d668a9b806c9b430f623b7"", ""57de9795f646b6ac8e66185bd86101c4eabcc2f86e23ebb3d3deee33aac05bbf"", ""bc9502c58cf702061e5f44092b59068d3f78c877f844e3a4b2ec0c5be1e9d327"", ""9bdd9332c73056f5f4154293ca322563dd5b2f7c7bdd393eb48bb2241632bb10"", ""95ee5430487c8c93e5895e25452608d435cc27a11b653408f646fd2f07cc2d87"", ""47e4ec483ce64e5e65d289db50a5e4abe1d7c811dc5cae09e507a054390b3fb5"", ""845b2143682418e52f37da6b9930d4dc8fcca47d1b2a27490f98038db4f16efa"", ""7ada28cd7e94cecc1c19ecda6bb0d4b78fc38e94b02c28a8b97241c19c7d11c1"", ""3657f41f1465aadc6832dc1ce7b88a0ce7b016811f840b46f3ebfac01502d6d9""]"
Energy,42,100000,b4498ee550e0ee7da0ed8fbc1724e05d936e95fe3bf634a7942efa1c8100567f,"[""6082729a2f81c85bfc66be01be51d4561ef05d1043c315bbf4397e20e387bdf8"", ""2e852581e87421ad4b5409f61dcd19c186a229737163997840093b3e054544cb"", ""9b5b1d01c00cce11d409aec62769fcc8c2fd7ad6dfe6f83aaa480e098b5e701d"", ""3e121dfde6f16fdf80d540086f2c5b1e7593215a0588222346de1e0b04d9fb76"", ""7b687ffa36d7b3a71bb5f42251a1c4118d1c40c73eace70ee54bdda63dbd9796"", ""43ea5924c0dcaac98e9e9ad6d560d57a18f1946b6b6c1a3bd765e5d087fd8719"", ""813370859189cb66e0e1fa350a77fc18fb5201d69bf30828e56c50a735f88664"", ""1e77f62dda75f5131a2e7c6cb05cf385ea11c9cd234d1f6ef00709188d2d862d"", ""f3428a85ec9a986e4619bc2860f3836b8c3817bd536f5697b6d7d33c6784419a"", ""d64d1c81be553d53caed3a5cfd00dee1725b0f07159a5d000f4749dd9526f7ce"", ""b0efd861e50edd12e7dfd0cb6ef01cfb9ca3a92390a17158242f40591ed36450"", ""682e102de3ce70b606152959e233cbd109f9f42686536ba908844be059358c8d"", ""55f64611cb9fc1508eb2721776568cddddce2bde7d3bb75c9db52d53519991e9"", ""36e2cda25737d5dacf99d0f80ef0c5fe77a700f2868792053d7e8973b4690920"", ""08c7cf3a108caff8b0807cd01d67ecc3a5eb823d730c01ad57c3eeae75d0a282"", ""55c2b6655d890be7b16f666c0a094884c049d9fd808c05c1e11ff7014a904684"", ""7d846836a55796d8f31d21bc79cf8963eada4861179a003dfc1750578aa196d8"", ""51b0e386c463de2789a9b9a6ba49f6d24f266ebac4241ef32943bc81262288a4"", ""39d993a7fff3eb9f88616cb846d8745f5fa5828dd30beceb0c442ea716094e3a"", ""0d39bd397d296851837963601c2da46f787616e09144963eaad1b555cdf94195"", ""ac99dfa7dbb97f404bbfd4748473443fb0bb4843db38f3d1400b2fd5bf2ed589"", ""00b052b6daf38a8f624284374dae05212a66d8e5c2e7b25bc42c1f78040c6260"", ""f1fb5149fe3f820055034d9dedbabd313aaf78a08d6e1da75d1c3650daaab3ef"", ""72e313ebaaeb404e1abd3abfd9c3f93519e0c78ef347098d35934c4917c8fe4d"", ""36f45970c4779c7cff8a025677eca42e01433265babc83e3e1908f243022621d"", ""dc7c3e09d880855609116b919a05de4ca38d8015c23f14c56f43830098ec747c"", ""17b629c9cda3487e971630cd494a683ca3e289157229282ccd4e48681414d198"", ""4d8b73253598b243bbc2d989a46c86ed8f2a3b6535c61adb188a15c296b02a70"", ""782d0ebd770c02d5a9c173f31def53ee506e961ac62e7a89ca8b7be98c850cba"", ""4811c1c75156dd126e2755b998c912a75b921c487872685621d6f49fb5416f64""]"
Energy,42,100001,b4498ee550e0ee7da0ed8fbc1724e05d936e95fe3bf634a7942efa1c8100567f,"[""580b28812185afe6ffb44f62a296e9bc496b9fbe250546ece146a5a32d3c31e1"", ""44566dd6fc7b6856a6ebb9574a2b3f2f9e5e5e477bcecf7f1e21fb3c5c0a83e3"", ""79b72b13931bbd6ed624464b555a42064ef45604545ebd5b15c57b3955e01851"", ""4a6cb61d455df0c5fa594981d7cdbe8ea9c5e7ed22dea206b1e58a07d13e901f"", ""c55f954279ac197208d97704c4413a4d4d08626563267a767806804b700be14e"", ""b5a0dec85983dcbcb8b9bda1a3841ec9c76730c79be29e0cdf7079232a6e192c"", ""97daec43586034aef752b289b085a9ebf7f27524e359a5009499100532a8e0ea"", ""fccfd4af573687dc9b350d1410c3a11487fb14b65eef9cec62ba22c5a6170011"", ""efe6d51e488fa962aca690c0af1aed35aba17902739062db670a6ac2ee3c62be"", ""07e3842a78d0453fcb036901fbf5ac33774407b580cd8949b9f5b0e1d021806f"", ""6d47edac1b9067cb44548ed670aa181e6ce4d8b12616f6e0255ab882cb81518e"", ""af8f1fac89377ff5f39903ca9715fe8c677ea8fffc511bf9b9a5c0af41867c35"", ""7d2cffbad4929bd332cbf16ba0c23f6cf6f4dcd9645888d614d8edbd5cfee867"", ""01bb7467a533e9dc74c8bca41fbcafe00fd170c28d19770cf9fd83eb26dd0b8e"", ""7b8a1058e79d58698eec59acc6785c14207330d77b77607afdba9c2153fbd6a7"", ""2dab21293b294bf13b0757969c05e44b0c71b0f535ba65d07d42b8bc0b8504ca"", ""4f49e686f3f6a5496c5f5bd7fdb135b4cc568ad9b0af5b288fd86bc13663ac31"", ""81f5f2727bb0a35d33252c1a732a3518bc30210e18c9513e0df8f8a60c17abda"", ""87542dda2d89a8e664f95bd9ed8811955508963802ada3435b980ac26adee12c"", ""f472ab11c2a18deadc8355a74b8865302c2bba51d65aee559669fdcda9326849"", ""0811ca69db6fc26be3ed7de5a76450d5127a8642e617b83cf73e9a051954e592"", ""6b70bb3635f23def3fd8e315c262a84c2403317865ee90c61a68cb0f2f0983b8"", ""901e1ba2e599cd851582a2ccac986e011ae02697d145441bdf364d5e04908686"", ""360fe719d0742c6e1cf2d47e5533049ca3f1f2004b7a4f4e35a331d43047946c"", ""caee1b4bb332785538d6fa238618747e570f5697da654e43eb3cf20352a9c17a"", ""29b814675886f66c870054c56c361bd8b027ebec59fefc57c3c6d3a88b168391"", ""f12e224c5e2aebaed67f1ca72f8c315e7667ccac72412b3c4e1329f3d6067716"", ""eee7a3f6e8c927afc67407d3cf6941de28ce46456b46468d57b1e184368d5d00"", ""58a2091ee0e9a691e0b0a025f2ea3207487a431c0af7378fa4ff8998edb697e3"", ""77e8e96e807f104af75e7825442eacff05ac40cf2dd5522783011a03270855f7""]"
Energy,42,100002,b4498ee550e0ee7da0ed8fbc1724e05d936e95fe3bf634a7942efa1c8100567f,"[""c0bfc20c3a8f5951f3ec6527badf1fc81689d4d9aa28b1324e7c49dab175fba1"", ""d664dac74e7b375d2a469ff4dde9f70afd0f587a8644ff23d6be96589bbc5dc5"", ""655aa0a3b59ad513c985ea33e3ba22f9fff5a5ca13fbaa8ea96e9bda18ed49c8"", ""f2f1b9e159ef8a7706a8f2a1256033d3eec2dd98131267a9242beb3cc6ef549a"", ""b4904f8637bfbd3145af5a1c337bb4ca18f22d138b610e988e8c5d0ea22242d7"", ""d5931726f6a914dbb6d161bf03f95551a4a7dce1cced2b20503b4fdf1928ab5a"", ""467eea31365532ca9b9a714c6a252d14b55836aef774e9a9cbda52eb63238492"", ""4c5128ca51f270dd47acae6cf349a438b2e19b4cb56e9fedc4d8e6963959512c"", ""b75ab7932aae24551d4553819f93679f836b037ca947c47363ed2a25e213a906"", ""e298bb35bc39e1aa080b9520f9843416d6929e7a6663ad7e97c11411360cd4c7"", ""dbd93af4b0f1ec4509dc6f22639a4ff3ed6f787724b3551b31b1b83d0270ec96"", ""d7d472c47889ef5c6cad136737ade3587648f4d31f52d6f887b565654f05a0dc"", ""712cd46638f3dd68fca2b67fcccffa16113da7b1698a9af219a8bcaa623bc7cb"", ""c2d0fb41fd99e9f4843cf4becfbdd586b184ab065c24654b9ac2ec58d0c19bf0"", ""d1485220a7095219ce6efce8320caf90499dd0ae07218109cccecb52ccef0cd0"", ""c3164c4f24b73aab0e4fbf2541d9ca0b9d3a426e61ef34d5f625396ab75f119e"", ""5d315589b3735a88bd63de59bbd44053501a1afbcbfc5b24e6f2b8a6f5acdb69"", ""9ca298b89f9dc6702dd1978b5996d3477e3bc68e07ef9f76a5df2bc96dd902ff"", ""93184a06916a23fc125eb64b8d254191c704a7f6c51bef0390468d6d9ce65e08"", ""66d7629ae99e022e3ef4777d3e93b5503c43fd1e0f611752bf8c2d013876bbcd"", ""c756b9afde0e03bab7dec72a9aaa2b78bae1f9b813ed77cf42d55f1be060dcec"", ""6d1b3046d821055d0ac6c8acc94b625bb53e5095422cb45931144de3ed1fb1f2"", ""c6ac1586c9dc559fafcea550b44acd92af2541e3dcfb2de71c38a3598c2fd199"", ""575a18d732f6dbe36751df07844e0a98582396ca7110e1ec3663637a82a3247c"", ""2878a6856799a361b0c49f7be6aeb173142fbba2724ec2f894f86f3957351d88"", ""2f880823577adcab9f58e2d7a7eccd51731766664cc75f8e3cd3c8094aff933e"", ""3f841b00ab3df432d21a516e62e4a3a8c9b6c79d8a4f9a078939141e4ce58afc"", ""a380d6e74912c52951bebe13aa61504369ce5c745130ac1308b6f1efcc086baf"", ""13b0307fa9d4b02aa3e1211eca4df27efc60f950dab245b130db8f8a68a87833"", ""2da3e3580b050861c7e3170218192928161f51c57afebac8e6989c9012031776""]"
Energy,42,100003,b4498ee550e0ee7da0ed8fbc1724e05d936e95fe3bf634a7942efa1c8100567f,"[""d53937541e101a74e4102f9dcb7b25795146631d7d8991908f1649ece7ac5f35"", ""aa5c57043e08ffedc917d9d42064e8735bceeee983cc1b4cacbeb12a0a7c4cdb"", ""561b83279d03d69a23578810d75ef452b563e15b247b2c2e8f16cadaefe2edc2"", ""1c2e2e708f96797c162417d015fa6b8a561113fe914c31ae16d052e796eb90d2"", ""4105ee8725e83793cd2d89e9151b4d9588015d8599ebf1d7f36d15f0b2466db9"", ""93a3f7424711715a649c872091f026430d2fd142f155113f543d3c7dc8ab9d94"", ""f43dcb8e921e2dbc1c9c2ac008dfea5f7c132926e59beff0dd0cf2c16b87650c"", ""7301da6bffb1285527f4b8d800af66eeef476857b11ea1cf802fb22568fd6b5b"", ""57a7ba967abab026486ba15cb6ea603709816d2fd11742846a5b76c0f31cc915"", ""b3dff50598d462ff70bbd8e29c706feeee73128fdcde8fcb6fb4345c92921d82"", ""a766b0238e1939561ffcced497562412f56e3362125bbb4f3879d183c81653fd"", ""ee06bc40e1b22ca5b2ebbf4095f85a9465a2db4c1c8e36fbe5c0cd6e6d57036f"", ""0c02567b27148bff818aae06d3ef20ae2da7c5e800913be7c5da19fe94beae13"", ""02863064020455990e538336622e82733b86b4f77f6a6bb95bb227ba47b7838e"", ""30aa7aaf2b52fa0d2cb2871ca117057078a429fe5fc5052d09f0712231199953"", ""1ad9289e375e5341590266e39d281945e541993e95992cb7e37eb19bfa06aa31"", ""b409bcc5a5a9538ca394df02ee5f7eca51b698f3167e5fb2eba43fef87376be0"", ""92b8346cfcd969dfa366842c010f238813474ef5b32488026ff60960cc113168"", ""9a3692e5d8dde74ab61b9d383db45db8c909435764d5542b13b64af9fc74559a"", ""1a29893978a071dbb751e68106ca5a44d2221eb5d8df88d6ed04200228162bce"", ""5efa62da41b0e4196165d0714868be0dc0200da2c5bbba50da384b1ed48dde48"", ""5a3f26e390f555e663772df362cb799168d4225cdecadf721467c41c7a9e7f58"", ""2b1603d7812e9f731d097723e4085bf35341da09d4b59d0a509d72e3c01e252f"", ""fb947b8420d05590b97eb92a4c8411047f1a7d9aa97c5e88b252a3d3474ed3c8"", ""861ed329ca1d497a54b065b8e5219ea9cb97f790ba5e2dfd01758ccf72cc478b"", ""068f79295ede5ed1422473ffbaa58c4e108995e469b45c9e39b9fd4460f7f943"", ""695cdb8f170e5ee7e6cb760e6ff68d9509bfb0ef3363f43cbef0a531cda55841"", ""2b1300f9ff9e1392b7a8b6dc8d25db9e3e47fecd1333766d9bbaa4d2e1c37613"", ""9175d9020c2ea56b5d11a62d521e7d86609c033a81216f473a7c5059e2adc433"", ""c2137465fca3827e76ef43cad72dc5a53fce5452b8060a1643c1525ddb970239""]"
