path,before,after,unchanged
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/configuration_matrix.csv,74576764e5b4d6b2aaf81ecb6434ff6dfdbbd8466f5f51cfee1a1d22350e9767,74576764e5b4d6b2aaf81ecb6434ff6dfdbbd8466f5f51cfee1a1d22350e9767,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/drawwise_metrics.csv,859dbf15f8c9f3f41d16f82390c4de6ff92283fdf4a6182e59831df1e92c16ff,859dbf15f8c9f3f41d16f82390c4de6ff92283fdf4a6182e59831df1e92c16ff,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/parameter_audit.csv,2536c1a3f8a0cb2e349702fcd3933d2f0de00ab0a00b85ee1ed5374f29e333e8,2536c1a3f8a0cb2e349702fcd3933d2f0de00ab0a00b85ee1ed5374f29e333e8,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/parity_audit.csv,809b900e163dd858027eb2e2da2d2bd000bb0bf846c2ff3c3f9de488243f0f09,809b900e163dd858027eb2e2da2d2bd000bb0bf846c2ff3c3f9de488243f0f09,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/primary_metric_raw.csv,340da8f3ff846d54b6930fecb2c3d001905b360019b46307c7c824bbf30c6817,340da8f3ff846d54b6930fecb2c3d001905b360019b46307c7c824bbf30c6817,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/runtime_memory.csv,fe5f761d31dc15c21963586153d715e6dac7b9505c58636fe58bf26473c514f4,fe5f761d31dc15c21963586153d715e6dac7b9505c58636fe58bf26473c514f4,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/runtime_memory_summary.csv,5cdbd57eab066893353b75213de3d21e15ff871fa35247011d2fbde25c4c0b07,5cdbd57eab066893353b75213de3d21e15ff871fa35247011d2fbde25c4c0b07,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/seedwise_metrics.csv,c820acf5d40a60544ee10f08236cf3fcb25185d9ecff23d3cb6668ce23390e4d,c820acf5d40a60544ee10f08236cf3fcb25185d9ecff23d3cb6668ce23390e4d,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_representation_etth128/structural_metrics.csv,53670f1d0c9ce61b48c9ab164ccfd6633fbace192f469f91fc980a09336b58cc,53670f1d0c9ce61b48c9ab164ccfd6633fbace192f469f91fc980a09336b58cc,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/aggregated_metrics.csv,71ae6fe6828f3f9fbff055d923f8247b384dd03f5db8f4f09bed1aa93359f4d9,71ae6fe6828f3f9fbff055d923f8247b384dd03f5db8f4f09bed1aa93359f4d9,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/checkpoint_provenance.csv,3285240f94ff893328de18da81383683de1cfb53bc10c25c73c2fc035aa0ed1f,3285240f94ff893328de18da81383683de1cfb53bc10c25c73c2fc035aa0ed1f,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/cost_profile.csv,e66307044684bbfcef799958e6b6ca87cb6a70029f13be4f37a011fea8faf745,e66307044684bbfcef799958e6b6ca87cb6a70029f13be4f37a011fea8faf745,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/drawwise_metrics.csv,e8e41b525e3df95ad9b94f3d977f84a4c3f9f6227d1a1d92be803f55f3b4bbed,e8e41b525e3df95ad9b94f3d977f84a4c3f9f6227d1a1d92be803f55f3b4bbed,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/parameter_audit.csv,8649bba61f16c905e73120f82b206475504f1940d97e3eec99cff1d94954c5d7,8649bba61f16c905e73120f82b206475504f1940d97e3eec99cff1d94954c5d7,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/parity_audit.csv,99286b618494bcd9b1e7e0b605d51e810a7498186812ba13567f86d4d85f61f8,99286b618494bcd9b1e7e0b605d51e810a7498186812ba13567f86d4d85f61f8,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/placement_configurations.csv,8649bba61f16c905e73120f82b206475504f1940d97e3eec99cff1d94954c5d7,8649bba61f16c905e73120f82b206475504f1940d97e3eec99cff1d94954c5d7,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/primary_metric_raw.csv,db669fe00ed61a0f99c02b1c754dc59b0bca39e8ce5b391d035d8fa9666c3be4,db669fe00ed61a0f99c02b1c754dc59b0bca39e8ce5b391d035d8fa9666c3be4,True
/path/to/PETS-FFT-Ablation/reports/reviewer2_timesblock_placement_etth128_v2/seedwise_metrics.csv,1e7697740c58d0aeaccab474e14299b7b3b066063681c24afb6530dfdeabb4b7,1e7697740c58d0aeaccab474e14299b7b3b066063681c24afb6530dfdeabb4b7,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/aggregation_parity.csv,e79fb4ab9bec52250583addc890dd892d117dde8537b772d4681510445c94270,e79fb4ab9bec52250583addc890dd892d117dde8537b772d4681510445c94270,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/bootstrap_pets_vs_diffts.csv,7fb94f3a17cdc6d65429726fde4565fd5db9191497518916f7e43f1c8cff86d2,7fb94f3a17cdc6d65429726fde4565fd5db9191497518916f7e43f1c8cff86d2,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/checkpoint_resolution.csv,060eef3c40b6a3a0aa4d101a0e84a49379f70eb83fc2718aaabb0becfc2327d6,060eef3c40b6a3a0aa4d101a0e84a49379f70eb83fc2718aaabb0becfc2327d6,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/context_fid_metrics.csv,28675c1c00ef3314dfb9313414fe416b30d608eb2c0ece1bd198eb2b96345606,28675c1c00ef3314dfb9313414fe416b30d608eb2c0ece1bd198eb2b96345606,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/correlation_metrics.csv,07a50642cce81d8c3df67c4e32ea73fc62c416efe2b30791a1918c2c7b16dd33,07a50642cce81d8c3df67c4e32ea73fc62c416efe2b30791a1918c2c7b16dd33,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/cross_model_protocol_parity.csv,646362c033a01ed5bfd436bb18685c44c0073bd11dfeedf4ed46f44addee2a9c,646362c033a01ed5bfd436bb18685c44c0073bd11dfeedf4ed46f44addee2a9c,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/discriminative_metrics.csv,cd310284b3e5538d3b8bfd6721487f1894f6b90d26ffe108133d6361a3bb4b76,cd310284b3e5538d3b8bfd6721487f1894f6b90d26ffe108133d6361a3bb4b76,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/efficiency.csv,86d0fbfd4b100383c1d664ff173334a245d42eff16e74f3fc5d8980f4c2e5d93,86d0fbfd4b100383c1d664ff173334a245d42eff16e74f3fc5d8980f4c2e5d93,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/efficiency_summary.csv,0e63f488fcb7b323d08b694f2ef9bfa17331ee37584637856bf52f3b4f977cb5,0e63f488fcb7b323d08b694f2ef9bfa17331ee37584637856bf52f3b4f977cb5,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/evaluator_seed_sensitivity.csv,13d344d78e07e7792ed4a7deed729d5ba549d99f6e6349f35ef062bc52576c0c,13d344d78e07e7792ed4a7deed729d5ba549d99f6e6349f35ef062bc52576c0c,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/evaluator_training_manifest.csv,d9c13a33c446166d96bf227ca374705e64146949e86903816018a5846e05928c,d9c13a33c446166d96bf227ca374705e64146949e86903816018a5846e05928c,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/generated_sample_manifest.csv,397c808f21bcdff259f71250a2b0a62c7eb79b6fad927b1f5ff60bb4e66136e4,397c808f21bcdff259f71250a2b0a62c7eb79b6fad927b1f5ff60bb4e66136e4,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/metric_parity_tests.csv,3e87950bb400a88457e6826f1dcd565f5a1084efb9a2820df5fbf73cea3bdef5,3e87950bb400a88457e6826f1dcd565f5a1084efb9a2820df5fbf73cea3bdef5,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/metric_source_manifest.csv,2d0c6b16edaf884ff38a78bac7bb0adf572fe2878d8f5e53001afc5384370bbe,2d0c6b16edaf884ff38a78bac7bb0adf572fe2878d8f5e53001afc5384370bbe,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/paired_bootstrap_pets_aggregations.csv,437d8834fd8a009663c645621e90cf1664411e51234c7cbe95acfe5057e308d3,437d8834fd8a009663c645621e90cf1664411e51234c7cbe95acfe5057e308d3,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/paper_table_primary_metrics.csv,6a75bcdbd26d148d49b95420dca425318362644699f769c62097565f011496d2,6a75bcdbd26d148d49b95420dca425318362644699f769c62097565f011496d2,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/paper_table_secondary_metrics.csv,dc1a32c183cd5c8376eb39d6ad12b945744b2c0d54f40cbc5cd087686899a2b4,dc1a32c183cd5c8376eb39d6ad12b945744b2c0d54f40cbc5cd087686899a2b4,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/pets_u_aggregation_primary_metrics.csv,da8e9f088dea8306afc9f0cbe17d80420ec055c47e89c81ce05a4582af53e685,da8e9f088dea8306afc9f0cbe17d80420ec055c47e89c81ce05a4582af53e685,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/pets_u_vs_diffts_primary_metrics.csv,0c8d5f1e5f42eb9cacb7a26c07443225805f34fb21a84d8980778afea4697d9d,0c8d5f1e5f42eb9cacb7a26c07443225805f34fb21a84d8980778afea4697d9d,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/predictive_metrics.csv,919ae9d53a8fb51132607182a5112e85b5a2c12c0bd19fe1734af0dd70225a2e,919ae9d53a8fb51132607182a5112e85b5a2c12c0bd19fe1734af0dd70225a2e,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/primary_metric_seed_draw_summary.csv,3913be0177d11ceb24c01edf3b6299046f1b3adcad19e1c657e547d3b08c8a8e,3913be0177d11ceb24c01edf3b6299046f1b3adcad19e1c657e547d3b08c8a8e,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/projection_feasibility.csv,a35d8d46537b5b7d22e1b5bca6d21e633da3c8e88aab239ed76b5f17333e78d6,a35d8d46537b5b7d22e1b5bca6d21e633da3c8e88aab239ed76b5f17333e78d6,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/real_reference_manifest.csv,75b366c710b121e9d8db6f0052ee9b036ebd52a07c0a13189e4b85668015464d,75b366c710b121e9d8db6f0052ee9b036ebd52a07c0a13189e4b85668015464d,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/screen_primary_metrics.csv,34b9fdb3b2cd436bb3f69e9ea986fe8b79b0cc6a738a35db23821445d4578650,34b9fdb3b2cd436bb3f69e9ea986fe8b79b0cc6a738a35db23821445d4578650,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/screen_secondary_metrics.csv,b2db87e5d672189169902d5848314231ed1c92906bf7ac25b3f44c1a86fce3ee,b2db87e5d672189169902d5848314231ed1c92906bf7ac25b3f44c1a86fce3ee,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/screen_seed_summary.csv,1837da78f39b9f0621320d47fb8722d4811447e77bbd3581b34c1bde22bbd17a,1837da78f39b9f0621320d47fb8722d4811447e77bbd3581b34c1bde22bbd17a,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/secondary_structural_metrics.csv,9f8fbc24821d42edaf59f9bd8027b66a51baab2b78149b3e2d8bb67321831a81,9f8fbc24821d42edaf59f9bd8027b66a51baab2b78149b3e2d8bb67321831a81,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/training_work_units.csv,97a93fce24a40a1d1b30b68f63dce295f3d0389c8edaf892be411e16e1daa6cd,97a93fce24a40a1d1b30b68f63dce295f3d0389c8edaf892be411e16e1daa6cd,True
/path/to/PETS-FFT-Ablation/reports/true_unconditional_pets_vs_diffts/work_unit_manifest.csv,b596d54965edd86f669866278475ef9bcca41635822a8e48b37ba3d5134f8c20,b596d54965edd86f669866278475ef9bcca41635822a8e48b37ba3d5134f8c20,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100000/samples.npy,fd4fcd9d3847f806de71f3683eaba1ca43a33bb1fffd67a9b59712c8b590d2d1,fd4fcd9d3847f806de71f3683eaba1ca43a33bb1fffd67a9b59712c8b590d2d1,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100001/samples.npy,37611cbbcc76b8fbe9596a808459e16fbebc606d3c1183c79198e7f87a0d5045,37611cbbcc76b8fbe9596a808459e16fbebc606d3c1183c79198e7f87a0d5045,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100002/samples.npy,ea7ce85028ee3ff4a47456fc5d8d17a944c034913a0f9537a269d245ef12ff49,ea7ce85028ee3ff4a47456fc5d8d17a944c034913a0f9537a269d245ef12ff49,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100003/samples.npy,2b13816566738f0fd56ad01994dd96d7e63f27f878a8a272d66e993e5197c6a4,2b13816566738f0fd56ad01994dd96d7e63f27f878a8a272d66e993e5197c6a4,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_0/draw_100004/samples.npy,906c5214fd887cfddcf4f7302d36d4167eb534a8cb948c9a7c7fa601981920fe,906c5214fd887cfddcf4f7302d36d4167eb534a8cb948c9a7c7fa601981920fe,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100000/samples.npy,b197d15a64e6828206751b68a8bbca2268bc72496cf1ae2614c672466eef7b76,b197d15a64e6828206751b68a8bbca2268bc72496cf1ae2614c672466eef7b76,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100001/samples.npy,97728a721d732e9bccfbf8491f43892a05cee7433923c52e9b2094b93d7362a6,97728a721d732e9bccfbf8491f43892a05cee7433923c52e9b2094b93d7362a6,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100002/samples.npy,e72fadc1f2fc703d841d233eaddf780c4cc54c060b789a756413d46ade8bca3d,e72fadc1f2fc703d841d233eaddf780c4cc54c060b789a756413d46ade8bca3d,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100003/samples.npy,7cb1aebd285ad38616099b05d9439dab7cf823eb8fa322c55485238970b7ac00,7cb1aebd285ad38616099b05d9439dab7cf823eb8fa322c55485238970b7ac00,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_123/draw_100004/samples.npy,4fd298ac6ecae4949f991dc4308ac62c0472c2e89094578b0d812b3681ae4ce5,4fd298ac6ecae4949f991dc4308ac62c0472c2e89094578b0d812b3681ae4ce5,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100000/samples.npy,80db503fac6e0008d46476d70ac0678cfc6346291391691d5c146ecdfb6dab46,80db503fac6e0008d46476d70ac0678cfc6346291391691d5c146ecdfb6dab46,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100001/samples.npy,1001b227b52e0aa376d2c463c9f916e681b805b72f85e395d8d1b15c862035ce,1001b227b52e0aa376d2c463c9f916e681b805b72f85e395d8d1b15c862035ce,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100002/samples.npy,8f4ad4c29ad24db52a896afd1fffa18df529cddbec964921b8098c6f30e57965,8f4ad4c29ad24db52a896afd1fffa18df529cddbec964921b8098c6f30e57965,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100003/samples.npy,e659fa6bffaac613fd4dffe1fb14204ad3a2bfaccae417107246a8ae376a4e7c,e659fa6bffaac613fd4dffe1fb14204ad3a2bfaccae417107246a8ae376a4e7c,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/confirm/PETS_U/PETS_U_FULL/seed_42/draw_100004/samples.npy,81ab3ed9c40700a989ba80a24f3c103e58f5726074bf5ffda0d250bcf274b68d,81ab3ed9c40700a989ba80a24f3c103e58f5726074bf5ffda0d250bcf274b68d,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_0/checkpoints/checkpoint-10.pt,0a934787cd6c41b5bd6ece93c10f79135b6bc5bebddbf64ab6b38fab9fcbf7cd,0a934787cd6c41b5bd6ece93c10f79135b6bc5bebddbf64ab6b38fab9fcbf7cd,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_0/config_resolved.yaml,003b40089f1b0ee1e7a0935e0d8743f2109f220f0a4e15cf55ac5b27b565dec4,003b40089f1b0ee1e7a0935e0d8743f2109f220f0a4e15cf55ac5b27b565dec4,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_123/checkpoints/checkpoint-10.pt,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,562a89cc61b59ea5e1b977775bc6ed4ec20d3fd34f587e58387577b99710155a,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_123/config_resolved.yaml,0166189a8ced162eebea16e8b3b99e01eb0403ff5b9292bd97f6bb978cbaf13a,0166189a8ced162eebea16e8b3b99e01eb0403ff5b9292bd97f6bb978cbaf13a,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_42/checkpoints/checkpoint-10.pt,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,1e01ac267aecb1168c8bfa316da9b49807df8a003d21b79384ceafc5a3636973,True
/path/to/PETS-FFT-Ablation/results/true_unconditional_pets_vs_diffts/training/PETS_U/seed_42/config_resolved.yaml,859fa1421356734b0e357e4edde17dc21b7281e64eb2f8946f1fcea57f483340,859fa1421356734b0e357e4edde17dc21b7281e64eb2f8946f1fcea57f483340,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_0/checkpoints/checkpoint-10.pt,8c4e950b08ecc40b92307bcfdcb9d0c6bf31fa092e2b7c9a7fb47786723e3e55,8c4e950b08ecc40b92307bcfdcb9d0c6bf31fa092e2b7c9a7fb47786723e3e55,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_0/manifests/config_resolved.yaml,4bebbf7a3f950fe563b2cd2f620d345e58ab946d62c600c36096eb77414cf051,4bebbf7a3f950fe563b2cd2f620d345e58ab946d62c600c36096eb77414cf051,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_123/checkpoints/checkpoint-10.pt,06f3ed1e358205417591d6d9a796ddb6344c05dd55d557b504ccc0b4c986024d,06f3ed1e358205417591d6d9a796ddb6344c05dd55d557b504ccc0b4c986024d,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_123/manifests/config_resolved.yaml,56ee5beb73bc1048fcdacc2e1c2230447e8b190ae96c423082623f5bd2faf74e,56ee5beb73bc1048fcdacc2e1c2230447e8b190ae96c423082623f5bd2faf74e,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_42/checkpoints/checkpoint-10.pt,9903636f73c44ef092fcf21067af6a2b98d20009e08fdc2dff13c561c434139f,9903636f73c44ef092fcf21067af6a2b98d20009e08fdc2dff13c561c434139f,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T256/seed_42/manifests/config_resolved.yaml,3c5e3cd71019e725f2e2ad2b063cfb422fd85842a8c7d2ef9b93afb3f72be1f1,3c5e3cd71019e725f2e2ad2b063cfb422fd85842a8c7d2ef9b93afb3f72be1f1,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T64/seed_0/checkpoints/checkpoint-10.pt,9b32acaca78da714c745a885522599ea5fe44e5ce06d575a60edfbf243396fa5,9b32acaca78da714c745a885522599ea5fe44e5ce06d575a60edfbf243396fa5,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T64/seed_0/manifests/config_resolved.yaml,4f98ace8b7b48dbd8a50123f6f2ca2df0207b451512b5e21fd1474c689a4ded1,4f98ace8b7b48dbd8a50123f6f2ca2df0207b451512b5e21fd1474c689a4ded1,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T64/seed_123/checkpoints/checkpoint-10.pt,16f397744eece589862069dcd2e42326eb70081bfa57c2951a8a79e974501d91,16f397744eece589862069dcd2e42326eb70081bfa57c2951a8a79e974501d91,True
/path/to/PETS-FFT-Ablation/results/unconditional_aa_aa_cross_dataset_length/ETTh/T64/seed_123/manifests/config_resolved.yaml,01e846c936a9172f7c2eee8b4318339a5191b996eb5d74c1e3f9464d6c363273,01e846c936a9172f7c2eee8b4318339a5191b996eb5d74c1e3f9464d6c363273,True
